title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,country_of_publication,year
VADER'S LITTLE PRINCESS,Jeffrey Brown,9781452118697,1452118698,3.0,,"Darth Vader is a busy dad with a rebellious teenage daughter, Leia. Originally published in 2013.",https://www.amazon.com/Star-Wars-Vaders-Little-Princess/dp/1452118698?tag=NYTBS-20,,,English-speaking area,2013-04-23
VALIANT AMBITION,Nathaniel Philbrick,9780525426783,0525426787,4.0,,The relationship between George Washington and Benedict Arnold.,https://www.amazon.com/Valiant-Ambition-Washington-Benedict-Revolution/dp/0525426787?tag=NYTBS-20,,,English-speaking area,2016
VALLEY FORGE,Newt Gingrich;William R. Forstchen,,,18.0,,,http://www.amazon.com/Valley-Forge-Washington-Crucible-Victory/dp/0312591071?tag=NYTBS-20,Thomas Dunne,,,2011-09-13
VALUE OF DEBT,Thomas J. Anderson,9781118758618,1118758617,5.0,,,https://www.amazon.com/The-Value-Debt-Balance-Maximize/dp/1118758617?tag=NYTBS-20,,"Personal Finance, Debt",English-speaking area,2013-09-16
VAMPIRE ACADEMY,Leigh Dragoon;Emma Vieceli,9781595144294,1595144293,4.0,,"The best-selling series by Richelle Mead, about a private school for the undead, gets the graphic novel treatment.",https://www.amazon.com/Vampire-Academy-A-Graphic-Novel/dp/1595144293?tag=NYTBS-20,,"Magic, Vampires, Graphic novels, Fiction, High schools, Schools, Social classes, Adaptations",English-speaking area,2011-08-23
VAMPIRE ACADEMY,Leigh Dragoon;Emma Vieceli,9781595144294,1595144293,4.0,,"The best-selling series by Richelle Mead, about a private school for the undead, gets the graphic novel treatment.",https://www.amazon.com/Vampire-Academy-A-Graphic-Novel/dp/1595144293?tag=NYTBS-20,,"Magic, Vampires, Graphic novels, Fiction, High schools, Schools, Social classes, Adaptations",English-speaking area,2009-08-25
VAMPIRE ACADEMY,Richelle Mead,9781101138946,1595142509,5.0,,Undead boarding school.,https://www.amazon.com/Shadow-Kiss-Vampire-Academy-Book/dp/1595141979?tag=NYTBS-20,,,English-speaking area,2011-08-23
VAMPIRE ACADEMY,Richelle Mead,9781101138946,1595142509,5.0,,Undead boarding school.,https://www.amazon.com/Shadow-Kiss-Vampire-Academy-Book/dp/1595141979?tag=NYTBS-20,,,English-speaking area,2009-08-25
VAMPIRE DIARIES,L. J. Smith,9780061140976,006114097X,5.0,,"Vampires in school, with a love triangle.",https://www.amazon.com/Fury-Dark-Reunion-Vampire-Diaries/dp/0061140988?tag=NYTBS-20,,"Horror / Ghost Stories (Young Adult), Juvenile Fiction, Children's Books - Young Adult Fiction, Children: Young Adult (Gr. 7-9), Horror & Ghost Stories, Love & Romance, Juvenile Fiction / Horror & Ghost Stories, Fiction, Vampires",English-speaking area,2007-06-26
"VAMPIRE KNIGHT, VOL. 1",Matsuri Hino,9781421508221,1421508222,4.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Volume-Matsuri-Hino/dp/1421508222?tag=NYTBS-20,,"High school students -- Fiction., Vampires -- Fiction.",English-speaking area,2007-01-09
"VAMPIRE KNIGHT, VOL. 10",Matsuri Hino,9781421535692,1421535696,2.0,,"The battle for Cross Academy continues, as Headmaster Cross enters the fray.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421535696?tag=NYTBS-20,,,English-speaking area,2010-06-01
"VAMPIRE KNIGHT, VOL. 11",Matsuri Hino,9781421537900,1421537907,1.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421537907?tag=NYTBS-20,,,English-speaking area,2010-12-07
"VAMPIRE KNIGHT, VOL. 12",Matsuri Hino,9781421539386,1421539381,2.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421539381?tag=NYTBS-20,,"High school students, Vampires, Comic books, strips",English-speaking area,2011-06-07
"VAMPIRE KNIGHT, VOL. 13",Matsuri Hino,9781421540818,1421540819,1.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421540819?tag=NYTBS-20,,,English-speaking area,2011-10-04
"VAMPIRE KNIGHT, VOL. 14",Matsuri Hino,9781421542188,1421542188,2.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421542188?tag=NYTBS-20,,"High school students, Vampires, Comic books, strips",English-speaking area,2012-07-03
"VAMPIRE KNIGHT, VOL. 15",Matsuri Hino,9781421549477,1421549476,5.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421549476?tag=NYTBS-20,,"High school students, Vampires, Comic books, strips",English-speaking area,2012-11-06
"VAMPIRE KNIGHT, VOL. 16",Matsuri Hino,9781421551548,1421551543,3.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421551543?tag=NYTBS-20,,"High school students, Vampires, Comic books, strips",English-speaking area,2013-03-05
"VAMPIRE KNIGHT, VOL. 17",Matsuri Hino,9781421557014,1421557010,3.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421557010?tag=NYTBS-20,,"High school students, Vampires, Comic books, strips",English-speaking area,2013-11-05
"VAMPIRE KNIGHT, VOL. 18",Matsuri Hino,9781421564333,1421564335,2.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421564335?tag=NYTBS-20,,"Translations into English, Graphic novels, High school students, Vampires, Comic books, strips",English-speaking area,2014-05-06
"VAMPIRE KNIGHT, VOL. 19",Matsuri Hino,9781421576053,1421576058,1.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Limited-Edition-Vol/dp/1421576058?tag=NYTBS-20,,"Translations into English, Vampires, Graphic novels, High school students, Comic books, strips, Fiction",English-speaking area,2014-10-14
"VAMPIRE KNIGHT, VOL. 7",Matsuri Hino,9781421526768,142152676X,4.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino-ebook/dp/B00F3HJALA?tag=NYTBS-20,,"High school students, Vampires, Comic books, strips",English-speaking area,2009-08-04
"VAMPIRE KNIGHT, VOL. 8",Matsuri Hino,9781421530734,1421530732,3.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421530732?tag=NYTBS-20,,,English-speaking area,
"VAMPIRE KNIGHT, VOL. 9",Matsuri Hino,9781421531724,1421531720,2.0,,"Cross Academy has day and evening students, but the latter have a secret: they are vampires.",https://www.amazon.com/Vampire-Knight-Vol-Matsuri-Hino/dp/1421531720?tag=NYTBS-20,,,English-speaking area,2010-02-02
VAMPIRE MOST WANTED,Lynsay Sands,9780062078179,0062078178,4.0,,"Marcus Notte, an immortal, has been tasked with bringing Basha Argeneau back to the powerful clan, but she'll do anything to outrun her past.",https://www.amazon.com/Vampire-Most-Wanted-Argeneau-Novel-ebook/dp/B00DKZ6HYA?tag=NYTBS-20,,"Carnivals, Fortune-tellers, Man-woman relationships, Vampires, Fiction",English-speaking area,2014-02-18
"VAMPIRELLA ARCHIVES, VOL. 1",,9781606901755,1606901753,1.0,,"The mistress of the night with a mission to combat evil bloodsuckers gets a hardcover collection of her earliest appearances, dating back to 1969.",https://www.amazon.com/Vampirella-Archives-Volume-One-Various/dp/1606901753?tag=NYTBS-20,,,English-speaking area,2010
VAMPIRES IN THE LEMON GROVE,Karen Russell,,,15.0,,The innocent do not fare well in Russell’s stories. ,http://www.amazon.com/Vampires-Lemon-Grove-Karen-Russell/dp/0307957233?tag=NYTBS-20,Knopf,,,2013-03-07
VANISHED,Joseph Finder,,,13.0,,"An investigator sets out to find his brother, who works for a huge defense contractor and has disappeared.",http://www.amazon.com/Vanished-Nick-Heller-Joseph-Finder-ebook/dp/B002EQAOFO?tag=NYTBS-20,St. Martin''s,,,2010-02-01
VARINA,Charles Frazier,,,10.0,,"As the Confederacy and her marriage to Jefferson Davis fall apart, a woman flees Richmond with her children.",https://www.amazon.com/Varina-Novel-Charles-Frazier/dp/0062405985?tag=NYTBS-20,Ecco,,,2018-09-06
VB6,Mark Bittman,9780385344746,0385344740,1.0,,,https://www.amazon.com/VB6-Before-Weight-Restore-Health/dp/0385344740?tag=NYTBS-20,,,English-speaking area,2013-04-30
VEGA JANE,David Baldacci,9780545833172,0545833175,3.0,,"Trapped in a desolate village by a beast-filled forest, the title character and her cohort battle a vicious foe in the world beyond.",https://www.amazon.com/Width-World-Vega-Jane-Book-ebook/dp/B01J4AYVYM?tag=NYTBS-20,,,English-speaking area,2017-02-28
VEGAN COOKING FOR CARNIVORES,Roberto Martin,9781609412425,1609412427,3.0,,Recipes that use flavors as a way to make up for meat.,https://www.amazon.com/Vegan-Cooking-Carnivores-Recipes-Tasty/dp/1609412427?tag=NYTBS-20,,Vegan cooking,English-speaking area,2012-04-24
VEGANIST,Kathy Freston,9781602861336,1602861331,3.0,,"A case for moving toward a whole foods, plant-based diet.",https://www.amazon.com/Veganist-Weight-Healthy-Change-World/dp/1602861331?tag=NYTBS-20,,,English-speaking area,2011-02-01
VEIL OF NIGHT,Linda Howard,9780345506894,0345506898,5.0,,There are many suspects when a bridezilla is murdered.,https://www.amazon.com/Veil-Night-Novel-Linda-Howard/dp/0345506901?tag=NYTBS-20,Ballantine,,English-speaking area,2010
VENDETTA IN DEATH,J. D. Robb,9781250207173,1250207177,2.0,,The 49th book of the In Death series. Eve Dallas looks into the misdeeds of a wealthy businessman while a vigilante named Lady Justice uses disguises to avenge women who were wronged.,https://www.amazon.com/Vendetta-Death-Dallas-Novel-Book-ebook/dp/B07NCVVCQK?tag=NYTBS-20,,,English-speaking area,2019-09-03
VENGEANCE ROAD,Christine Feehan,9780451490155,0451490150,2.0,,The second book in the Torpedo Ink series. Complications rev up between Breezy and Steele.,https://www.amazon.com/Vengeance-Road-Torpedo-Ink-Book-ebook/dp/B07CWDZKTY?tag=NYTBS-20,,,English-speaking area,2019-01-29
VERA,Stacy Schiff,9780307781765,0307781763,5.0,,A biography of Mrs. Vladimir Nabokov.,https://www.amazon.com/Véra-Vladimir-Nabokov-Library-Paperbacks-ebook/dp/B004G5ZY7Y?tag=NYTBS-20,,,English-speaking area,2011-02-23
VERN YIP'S DESIGN WISE,Vern Yip,9780762459858,0762459859,2.0,,"An interior designer and television personality gives his tips on decorating and accessorizing your home.
",https://www.amazon.com/Vern-Yips-Design-Wise-Beautiful/dp/0762459859?tag=NYTBS-20,,Interior decoration,English-speaking area,2016-09-13
VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,Rob Thomas;Jennifer Graham,9780804170703,0804170703,2.0,,"Searching for a girl who went missing during spring break in Neptune, Calif., the investigator is plunged into an underworld of drugs and organized crime.",https://www.amazon.com/Veronica-Mars-Original-Mystery-Thousand-Dollar/dp/0804170703?tag=NYTBS-20,,"Organized crime, Mystery & Detective, Women private investigators, FICTION, Fiction, Women Sleuths, Kriminalroman, Missing persons, Amerikanisches Englisch, Media Tie-In",English-speaking area,2014-03-25
VERSES FOR THE DEAD,Douglas Preston;Lincoln Child,9781538747186,1538747189,1.0,,Agents Pendergast and Coldmoon track a killer who removes hearts and leaves handwritten letters.,https://www.amazon.com/Verses-Agent-Pendergast-Douglas-Preston/dp/1538747200?tag=NYTBS-20,,"Fiction, thrillers, general, Fiction, suspense",English-speaking area,2018-12-31
VERTIGO 42,Martha Grimes,,,16.0,,,http://www.amazon.com/Vertigo-42-Richard-Jury-Mystery/dp/1476724024?tag=NYTBS-20,Scribner,,,2015-04-21
VERY GOOD LIVES,J. K. Rowling,9780316369152,0316369152,5.0,,J.K. Rowling's Harvard commencement address on embracing failure and imagination.,https://www.amazon.com/Very-Good-Lives-Importance-Imagination/dp/0316369152?tag=NYTBS-20,,"Anxiety, Fear, Success, Applied Psychology, Imagination, Baccalaureate addresses, Self-actualization (Psychology), Failure (Psychology)",English-speaking area,2015-04-14
VERY VALENTINE,Adriana Trigiani,,,9.0,,An Italian-American shoemaker and her grandmother return to Italy to learn techniques to save their Greenwich Village company; the first book in a trilogy.,http://www.amazon.com/Very-Valentine-Novel-Adriana-Trigiani/dp/0061257052?tag=NYTBS-20,Harper,,,2009-05-05
VICIOUS CIRCLE,C. J. Box,9780399176616,0399176616,2.0,,"Newly released from prison, Dallas Cates tries to exact revenge on the Wyoming game warden Joe Pickett, who put him there.",https://www.amazon.com/Vicious-Circle-Joe-Pickett-Novel-ebook/dp/B01HYUVHIM?tag=NYTBS-20,Putnam,"Game wardens, Fiction",English-speaking area,2017
VICTIMS,Jonathan Kellerman,9780345505712,0345505719,2.0,,The Los Angeles psychologist-detective Alex Delaware and the detective Milo Sturgis track down a homicidal maniac.,https://www.amazon.com/Victims-Alex-Delaware-Jonathan-Kellerman/dp/0345505727?tag=NYTBS-20,Ballantine,"FICTION / Mystery & Detective / General, Police, Milo Sturgis (Fictitious character), Fiction, Alex Delaware (Fictitious character), FICTION / Thrillers, FICTION / Suspense, Forensic psychologists, Serial murderers",English-speaking area,2012
VICTORY AND HONOR,W. E. B. Griffin;William E. Butterworth IV,9780399157554,0399157557,4.0,,"Weeks after Hitler’s suicide, Cletus Frade and his colleagues in the O.S.S. are up to their necks in battles that are as fierce as the ones just ended.",https://www.amazon.com/Victory-Honor-HONOR-W-E-B-Griffin-ebook/dp/B0052RHEQY?tag=NYTBS-20,Putnam,,English-speaking area,2011
VINCE FLYNN: LETHAL AGENT,Kyle Mills,9781501190629,1501190628,4.0,,"Mexican cartels, ISIS and a possible pandemic bring Mitch Rapp back into action.",https://www.amazon.com/Lethal-Agent-Mitch-Rapp-Novel-ebook/dp/B07NBJSFFJ?tag=NYTBS-20,,,English-speaking area,2019-09-24
VINCE FLYNN: ORDER TO KILL,Kyle Mills,9781476783482,1476783489,3.0,,"Flynn’s character, the C.I.A. operative Mitch Rapp, uncovers a dangerous Russian plot. Flynn died in 2013.",https://www.amazon.com/Order-Kill-Novel-Mitch-Rapp-ebook/dp/B01CO34K8I?tag=NYTBS-20,Emily Bestler/Atria,"Intelligence officers, United States. Central Intelligence Agency, Fiction, United States, Terrorism, Prevention",English-speaking area,2016-10-11
VINCE FLYNN: RED WAR,Kyle Mills,9781501190599,1501190598,2.0,,"When the Russian prime minister plots to invade the Baltics, only Mitch Rapp can stop him.",https://www.amazon.com/Red-Mitch-Rapp-Novel-Book-ebook/dp/B07B3WJ9X7?tag=NYTBS-20,,"United States, Fiction, United States. Central Intelligence Agency, Intelligence officers",English-speaking area,2018-09-25
VINEGAR GIRL,Anne Tyler,,,15.0,,"A retelling of “The Taming of the Shrew,” set in modern-day Baltimore.",http://www.amazon.com/Vinegar-Girl-Novel-Hogarth-Shakespeare/dp/0804141266?tag=NYTBS-20,Hogarth Shakespeare,,,2016-06-16
VIPER GAME,Christine Feehan,9780515155549,0515155543,1.0,,"Desperate to protect three little girls, a seductive woman turns to the bayou GhostWalker Wyatt Fontenot.",https://www.amazon.com/Viper-Game-Ghostwalker-Novel-Book-ebook/dp/B00LMGM0CC?tag=NYTBS-20,,"Bayous, Parapsychologists, Fiction",English-speaking area,2015-01-27
VISION,Gordon D'Angelo,9781614481508,1614481504,4.0,,A strategy for becoming the author of your own destiny in life and business.,https://www.amazon.com/Vision-Pathway-Victory-Gordon-DAngelo/dp/1614481504?tag=NYTBS-20,,,English-speaking area,2012-05-01
VISION IN SILVER,Anne Bishop,,,16.0,,,http://www.amazon.com/Vision-Silver-A-Novel-Others/dp/045146527X?tag=NYTBS-20,Roc,,,2015-03-03
VISION IN WHITE,Nora Roberts,9780515150643,0515150649,5.0,,A wedding photographer finds romance with the brother of a bride-to-be; Book 1 in the Bride Quartet series.,https://www.amazon.com/Vision-White-Bride-Quartet-Book/dp/0425227510?tag=NYTBS-20,,"Fiction, Weddings, Planning, Wedding supplies and services industry, Female friendship",English-speaking area,2012-05-01
"VISION, VOL. 1",Tom King;Gabriel Hernandez Walta,9780785196570,0785196579,4.0,,"Vision, the android Avenger, builds a family and moves out to the suburbs, with disastrous results.",https://www.amazon.com/Vision-Vol-Little-Worse-Than/dp/0785196579?tag=NYTBS-20,,"Androids, Superheroes, Comic books, strips",English-speaking area,2016-06-14
VOICES FROM CHERNOBYL,Svetlana Alexievich,9780312425845,0312425848,4.0,,Interviews with people living with the after-effects of the 1996 explosion of the Russian nuclear reactor make up this testimonial history.,https://www.amazon.com/Voices-Chernobyl-History-Nuclear-Disaster/dp/0312425848?tag=NYTBS-20,,"Europe - Russia & the Former Soviet Union, Modern - 20th Century/Nuclear Age, History / World, World - General, History, History - General History, Belarus, Chernobyl Nuclear Accident, Chornobyl§, Ukraine, 1986, Environmental aspects, Personal narratives, Belarusian, Social aspects, History: World",English-speaking area,2006-04-18
VOICES IN THE OCEAN,Susan Casey,9780345804846,0345804848,4.0,,"The study of dolphins: the research on their brains, their cultural significance and the current threats against them.",https://www.amazon.com/Voices-Ocean-Journey-Haunting-Dolphins/dp/0385537301?tag=NYTBS-20,,,English-speaking area,2016-06-28
VORTEX,Troy Denning,,,20.0,,,http://www.amazon.com/Vortex-Star-Wars-Fate-Jedi/dp/034550920X?tag=NYTBS-20,LucasBooks,,,2011-12-23
"VTech Musical Rhymes Book, Pink",VTech,,,1.0,4.8,,,,"[""Toys & Games"",""Learning & Education"",""Electronic Learning Toys"",""Books""]",,
Verity,Colleen Hoover,,1538724731,2.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",,2021-10-05
Verity,Colleen Hoover,,1538724731,2.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",,
Verity,Colleen Hoover ;Vanessa Johansson (Narrator);Amy Landon (Narrator);Audible Studios (Publisher),,,1.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]",,2021-10-05
Verity,Colleen Hoover ;Vanessa Johansson (Narrator);Amy Landon (Narrator);Audible Studios (Publisher),,,1.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]",,
"Virgin River (A Virgin River Novel, 1)",Robyn Carr,,0778360016,15.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Dramas & Plays""]",,2012-12-18
"Virgin River: Virgin River, Book 1",Robyn Carr ;Thérèse Plummer (Narrator);Harlequin Audio (Publisher),,,4.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Small Town & Rural""]",,
Volo's Guide to Monsters (Dungeons & Dragons),Wizards RPG Team,9780786966011,0786966017,6.0,4.9,"A supplement to the role-playing Dungeons and Dragons game, featuring profiles of new monsters.
",https://www.amazon.com/Volos-Guide-Monsters-Wizards-Team/dp/0786966017?tag=NYTBS-20,,"Fantasy games, Dungeons and Dragons (Game), Handbooks, manuals, Monsters",English-speaking area,2016-11-15
Voyager (Outlander),Diana Gabaldon,,0385302320,92.0,4.8,,,,"Randall, Claire (Fictitious character) -- Fiction, Time travel -- Fiction, Scotland -- Fiction",,2011-08-31
Voyager: A Novel (Outlander) (Mass Market Paperback),Diana Gabaldon,,9780440217565,41.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",,2011-08-31
"Voyager: Outlander, Book 3",Diana Gabaldon ;Davina Porter (Narrator);Recorded Books (Publisher),,,9.0,4.8,,,,"[""Books"",""Romance"",""Historical"",""Scottish""]",,2011-08-31
W IS FOR WASTED,Sue Grafton,9780399158988,0399158987,1.0,,"A homeless man inexplicably leaves $600,000 to Kinsey Millhone.",https://www.amazon.com/W-Wasted-Kinsey-Millhone-Mystery/dp/0399158987?tag=NYTBS-20,Marian Wood/Putnam,"Murder, FICTION / Mystery & Detective / Women Sleuths, Women private investigators, Fiction, Investigation, Kriminalroman, Kinsey Millhone (Fictitious character), FICTION / Mystery & Detective / General, Amerikanisches Englisch",English-speaking area,2013
WADDLE!,Rufus Butler Seder,9780761151128,0761151125,5.0,,"Animals in motion, with color.",https://www.amazon.com/Waddle-Scanimation-Picture-Book-Books/dp/0761151125?tag=NYTBS-20,,,English-speaking area,2009-01-01
WAGING HEAVY PEACE,Neil Young,9780399159466,0399159460,2.0,,The rocker's off-the-wall memoir.,https://www.amazon.com/Waging-Heavy-Peace-Hippie-Dream/dp/0142180319?tag=NYTBS-20,,"Rock musicians, Biography",English-speaking area,2012
WAIT FOR ME,Elisabeth Naughton,9780985671952,0985671955,5.0,,"As she digs into her past, a woman who has lost her memory in an accident is drawn to a man in San Francisco.",https://www.amazon.com/Wait-For-Against-Odds-Book-ebook/dp/B006P3B9MO?tag=NYTBS-20,,,English-speaking area,
WAIT FOR SIGNS,Craig Johnson,,,14.0,,"Twelve short stories offer glimpses into the life of straight-talking Sheriff Walt Longmire and the world of Absaroka County, Wyo.",http://www.amazon.com/Wait-Signs-Twelve-Longmire-Stories/dp/0525427910?tag=NYTBS-20,Viking,,,2015-03-14
WAIT FOR YOU,J. Lynn,9780988982901,0988982900,2.0,,"Nineteen-year-old Avery Morgansten hopes she can escape the tragedy in her past when she goes to college, but threats follow her.",https://www.amazon.com/gp/search?index=books&tag=NYTBS-20&field-keywords=WAIT+FOR+YOU+J+Lynn,,,English-speaking area,
WAITER RANT,Steve Dublanica,9780061801235,0061801232,4.0,,A waiter in an upscale New York City suburb dishes on customers’ outrageous behavior. First published anonymously in 2008.,https://www.amazon.com/Waiter-Rant-Thanks-Tip-Confessions-Cynical/dp/0061256684?tag=NYTBS-20,,,English-speaking area,2009-10-13
WAITING,Kevin Henkes,9780062368430,0062368435,5.0,,Toys cool their heels on the windowsill.,https://www.amazon.com/Waiting-Kevin-Henkes/dp/0062368435?tag=NYTBS-20,,,English-speaking area,2015-09-01
WAITING FOR ‘SUPERMAN’,Karl Weber,9781586489274,1586489275,3.0,,How to save America’s public schools; a companion to the film.,https://www.amazon.com/Waiting-SUPERMAN-Americas-Failing-Participant/dp/1586489275?tag=NYTBS-20,,,English-speaking area,2010-09-14
WAITING IS NOT EASY!,Mo Willems,9781423199571,142319957X,2.0,,Impatient Gerald has to wait for Piggie’s promised surprise.,https://www.amazon.com/Waiting-Easy-Elephant-Piggie-Book/dp/142319957X?tag=NYTBS-20,,,English-speaking area,2014-11-04
WAITING TO BE HEARD,Amanda Knox,9780062217202,0062217208,3.0,,"Knox, who was convicted of the murder of her roommate in 2009 when she was an American student in Italy, a conviction that was overturned in 2011, tells her story.  ",https://www.amazon.com/Waiting-Be-Heard-A-Memoir/dp/0062217208?tag=NYTBS-20,,"Death and burial, Homicide investigation, Trials, litigation, Trials (Murder), Investigation, Murder",English-speaking area,
WAKE UP AMERICA,Eric Bolling,9781250112507,1250112508,5.0,,The Fox News Channel personality describes nine key American virtues that he maintains are under attack by President Obama and Hillary Clinton.,https://www.amazon.com/Wake-Up-America-Virtues-Great-ebook/dp/B019N6656Y?tag=NYTBS-20,,"American National characteristics, Conservatism, Right and left (Political science), History",English-speaking area,2016-06-28
WAKE UP HAPPY,Michael Strahan;Veronica Chambers,9781476775685,1476775680,4.0,,,https://www.amazon.com/Wake-Up-Happy-Dream-Transforming/dp/1476775680?tag=NYTBS-20,,"Success, Motivation (Psychology), Football players, Self-actualization (Psychology), New York Giants (Football team), Biography",English-speaking area,2015-10-13
WAKING THE WITCH,Kelley Armstrong,,,16.0,,Book 11 of the Women of the Otherworld series.,http://www.amazon.com/Waking-Witch-Otherworld-Kelley-Armstrong/dp/0525951784?tag=NYTBS-20,Dutton,,,2010-07-27
WAKING UP,Sam Harris,9781451636017,1451636016,5.0,,This exploration of consciousness by the author of “The End of Faith” proposes that spirituality can and should be divorced from religion.,https://www.amazon.com/Waking-Up-Spirituality-Without-Religion-ebook/dp/B00GEEB9YC?tag=NYTBS-20,,,English-speaking area,2014-09-09
WAKING UP IN HEAVEN,Crystal McVea,9781476711874,1476711879,4.0,,What happened during nine minutes of unconsciousness.,https://www.amazon.com/Waking-Up-Heaven-Story-Brokenness-ebook/dp/B00A25FG2A?tag=NYTBS-20,,"Heaven, Near-death experiences, Christian life",English-speaking area,2013-04-02
WALK ON EARTH A STRANGER,Rae Carson,9780062242914,0062242911,2.0,,A young woman with the ability to detect gold flees to the Old West.,https://www.amazon.com/Walk-Earth-Stranger-Gold-Trilogy/dp/0062242911?tag=NYTBS-20,,,English-speaking area,2015-09-22
WALK THROUGH FIRE,Kristen Ashley,9781455533244,1455533246,3.0,,"After a chance encounter, a woman and her bad-boy former flame try to patch up their differences.",https://www.amazon.com/Walk-Through-Chaos-Kristen-Ashley-ebook/dp/B00T3E76II?tag=NYTBS-20,,"Fiction, romance, suspense",English-speaking area,2015-10-27
WALKING DISASTER,Jamie McGuire,9781476712987,1476712980,1.0,,"Travis’s life is full of fast women, underground gambling and violence. But just when he thinks he’s invincible, Abby brings him to his knees; a sequel to ""Beautiful Disaster.""",https://www.amazon.com/Walking-Disaster-Maddox-Brothers-Series-ebook/dp/B008J2AH7C?tag=NYTBS-20,,,English-speaking area,2013-04-02
WALKING HOME,Sonia Choquette,9781401944513,1401944515,5.0,,A spiritually depleted author seeks to regain her footing through a pilgrimage across the 500-mile Camino de Santiago over the Pyrenees and across northern Spain.,https://www.amazon.com/Walking-Home-Pilgrimage-Humbled-Healed/dp/1401944515?tag=NYTBS-20,,"Spiritual biography, Christian pilgrims and pilgrimages",English-speaking area,2014
WALKING ON WATER,Richard Paul Evans,9781451628319,1451628315,5.0,,"In the fifth and final book of the “Walk” series, Alan reaches Key West.",https://www.amazon.com/Walking-Water-Novel-The-Walk-ebook/dp/B00DPM808Y?tag=NYTBS-20,Simon & Schuster,,English-speaking area,2014-05-06
"WALT DISNEY'S UNCLE SCROOGE, VOL. 14",Carl Barks,9781606997956,1606997955,2.0,,Will Uncle Scrooge and his nephews survive a trip to the lost city of gold?,https://www.amazon.com/Walt-Disneys-Uncle-Scrooge-Library/dp/1606997955?tag=NYTBS-20,,,English-speaking area,2014
WALT DISNEY’S DONALD DUCK: TERROR OF THE BEAGLE BOYS,Carl Barks,9781606999202,1606999206,3.0,,"The adventures of Donald, Uncle Scrooge, Huey, Dewey, and Louie continue here.",https://www.amazon.com/Walt-Disneys-Donald-Duck-Terror/dp/1606999206?tag=NYTBS-20,,,English-speaking area,2016
"WALT DISNEY’S UNCLE SCROOGE AND DONALD DUCK: THE DON ROSA LIBRARY, VOLS. 1 AND 2",Don Rosa,9781606997819,1606997815,3.0,,"Mr. Rosa’s 20–year run depicting the duck tales of Scrooge, Donald, Huey, Dewey, Louie, and even Flintheart Glomgold starts here.",https://www.amazon.com/Walt-Disney-Uncle-Scrooge-Donald/dp/1606997815?tag=NYTBS-20,,,English-speaking area,2014-11
WAR,Sebastian Junger,9780446556248,0446556246,3.0,,The intense lives of American soldiers in a lethal corner of Afghanistan.,https://www.amazon.com/WAR-Sebastian-Junger/dp/044655622X?tag=NYTBS-20,,,English-speaking area,2010-05-11
WAR HAWK,James Rollins;Grant Blackwood,,,17.0,,,http://www.amazon.com/War-Hawk-Tucker-Wayne-Novel-ebook/dp/B00LSR05WC?tag=NYTBS-20,Morrow,,,2016-04-21
