author,birth_date,birth_place,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Joe Barrett,,,,,,,TRUE,
Imogen Church,,,,,,,FALSE,
Karen M. McManus,,,,,,,FALSE,
Kim Mai Guest,,,,,,,TRUE,
MacLeod Andrews,,,,,,,FALSE,
Shannon McManus,,,,,,,FALSE,
Robbie Daymond,11/03/1982,,,,,,TRUE,
Lydia Kang,,,,Nonfiction; Science_fiction; Star_Wars; Young_adult_fiction,,,TRUE,
Bailey Carr,,,,,,,FALSE,
Rich Orlow,,,,,,,FALSE,
Shannon Olsen,,,,,,,FALSE,
Malcolm Gladwell (Narrator,,,,,,,FALSE,
Raj Haldar,,,,,,,FALSE,
Chris Carpenter,,,,,,,TRUE,
Naomi Kleinberg,,,,,,,FALSE,
by Naomi Kleinberg,,,,,,,FALSE,
Christopher Moroney,,,,,,,FALSE,
Jenny Han,,,,Young_adult_fiction,,,TRUE,
Travis Beacham,,US,,,,,TRUE,
Sean Chen,,,,,,,TRUE,
Jason Matthews,13/03/1975,,,,,,TRUE,
Guillermo del Toro,,,,,,,TRUE,
Cornelia Funke,10/12/1958,,,Adventure; Fantasy,,,TRUE,
Jun Mochizuki,,,,,,,TRUE,
David Ortiz,,,,,,,TRUE,
Michael Holley,26/02/1970,,,,,,TRUE,
Peter Clines,,,,,,,TRUE,
Parker Curry,,,,,,,FALSE,
Jessica Curry,,,,,,,TRUE,
Joe Posnanski,08/01/1967,,,,,,TRUE,
Paul Spiegelman,,,,,,,FALSE,
Britt Berrett,,,,,,,FALSE,
Ted Bell,1883-12-23,,,,,,TRUE,
Philip Norman,1842-07-09,,17/05/1931,,,,TRUE,
Paula Deen,,,,,,,FALSE,
Melissa Clark,,,,,,,TRUE,
Charlotte Smith,,,,,,,TRUE,
Sara Pennypacker,,,,,,,FALSE,
Phil Town,21/09/1948,,,,,,TRUE,
Chester Brown,16/05/1960,,,,,,TRUE,
Iyanla Vanzant,13/09/1953,,,,,,TRUE,
A S Byatt,,,,,,,FALSE,
Pedro Martinez,,,,,,,FALSE,
Michael Silverman,,,,,,,FALSE,
Jerry Holkins,,,,,,,TRUE,
Mike Krahulik,25/09/1977,,,,,,TRUE,
Robert Venditti,,,,,,,TRUE,
Attila Futaki,,,,,,,FALSE,
Mary-Jane Knight Designed  Philip Chidlow,,,,,,,FALSE,
Ellen Hopkins,26/03/1955,,,Young_adult_fiction,,,TRUE,
Megan McCafferty,,,,Young_adult_fiction,,,TRUE,
Edward Snowden,21/06/1983,,,,,,TRUE,
Marjane Satrapi,,,,,,,TRUE,
Eric Litwin,16/08/1966,,,,,,TRUE,
Kimberly,,,,,,,TRUE,
James Dean,,,,,,,TRUE,
Kimberly Dean,,,,,,,FALSE,
Martin Sixsmith,24/09/1954,,,,,,TRUE,
Kenji Kuroda,,,,,,,FALSE,
Elizabeth Bard,,,,,,,FALSE,
Tom Kizzia,,,,,,,FALSE,
Elizabeth Kann,,,,,,,FALSE,
Laura Ingalls Wilder,1867-02-07,,10/02/1957,Family_saga,,,TRUE,
Robin Burcell,,,,,,,FALSE,
Robert Kurson,18/04/1963,,,,,,TRUE,
Paul Tobin,,,,,,,TRUE,
Jacob Chabot,,,,,,,FALSE,
John Calipari,10/02/1959,,,,,,TRUE,
Michael Sokolove,,,,,,,FALSE,
Jill Shalvis,,,,Romantic_novel,,,TRUE,
Michael V Hayden,,,,,,,FALSE,
Kyung-sook Shin,,,,,,,FALSE,
Caroline Kennedy,27/11/1957,,,,,,TRUE,
Walt Kelly,,,,,,,TRUE,
Hidenori Kusaka,,,,,,,TRUE,
Satoshi Yamamoto,17/12/1965,,,,,,TRUE,
Cris Silvestri,,,,,,,FALSE,
the staff of Scholastic,,,,,,,FALSE,
Reza Farazmand,,,,,,,FALSE,
Jack Chabert,,,,,,,FALSE,
Kory Merritt,,,,,,,FALSE,
Pat,,,,,,,TRUE,
Jen from PopularMMOs,,,,,,,FALSE,
Shirzad Chamine,,,,,,,FALSE,
Reggie Love,29/04/1981,US,,,,,TRUE,
Weldon Long,,,,,,,FALSE,
James Andrew Miller,1883-10-19,,,,,,TRUE,
Timothy Keller,,,,,,,FALSE,
Sandra Dallas,,,,,,,FALSE,
Garth Ennis,,,,,,,FALSE,
Steve Dillon,20/03/1943,,,,,,TRUE,
Tom Cain,11/10/1958,,,,,,TRUE,
Tim MacWelch,,,,,,,FALSE,
Joseph A Michelli,,,,,,,FALSE,
Amy Cuddy,23/07/1972,,,,,,TRUE,
Shauna Niequist,,,,,,,FALSE,
Michael Beschloss,30/11/1955,,,,,,TRUE,
Penn Jillette,,,,,,,TRUE,
Kelly Sue DeConnick,,,,,,,FALSE,
Kate Hudson,19/04/1979,,,,,,TRUE,
Caldwell B Esselstyn Jr,,,,,,,FALSE,
Nancy Butler,,,,,,,FALSE,
Hugo Petrus,,,,,,,FALSE,
Jane Austen,1775-12-16,,1817-07-18,,,,TRUE,
Maris Wicks,,,,,,,FALSE,
Wednesday Martin,,,,Social_commentary,,,TRUE,
Jane Fonda,21/12/1937,,,,,,TRUE,
Hal Foster,13/08/1955,US,,,,,TRUE,
Rees Jones,,,,,,,TRUE,
Jean Sasson,,,,,,,FALSE,
Akiko Higashimura,,,,,,,FALSE,
Savannah Guthrie,27/12/1971,,,,,,TRUE,
Allison Oppenheim,,,,,,,FALSE,
Ray Dalio,08/08/1949,,,,,,TRUE,
Akira Hiramoto,,,,,,,FALSE,
Michaela MacColl,,,,,,,FALSE,
Michael White,05/11/1964,,,,,,TRUE,
Mark Pearson,28/10/1939,,,,,,TRUE,
Joe Biden,,,,,,,TRUE,
Eben Alexander,,,,,,,TRUE,
Brandon Graham,,,,,,,TRUE,
Simon Roy,,,,,,,TRUE,
Ethan Willis,,,,,,,TRUE,
Randy Garn,,,,,,,FALSE,
Charles Richards,19/03/1945,,,,,,TRUE,
Magica Quartet,,,,,,,FALSE,
Magica Quartet Staff,,,,,,,FALSE,
Jud Wilhite,,,,,,,FALSE,
Karen Robards,,US,,Romance_novel; Thriller_(genre),,,TRUE,
Sapphire,24/10/1934,US,11/09/1996,,,,TRUE,
James Reed,,,,,,,TRUE,
Paul G Stoltz,,,,,,,FALSE,
Min Jin Lee,11/11/1968,,,,,,TRUE,
Allison Hiroto,,,,,,,FALSE,
Andrew Kipple,,,,,,,FALSE,
Djamila Ribeiro,01/08/1980,,,,,,TRUE,
Robert Costa,14/10/1985,US,,,,,TRUE,
Holter Graham,11/02/1972,,,,,,TRUE,
Susanna Clarke,01/11/1959,,,Alternate_history,,,TRUE,
Chiwetel Ejiofor,10/07/1977,,,,,,TRUE,
Wizards of the Coast,,,,,,,FALSE,
Chris Van Allsburg,18/06/1949,,,Children's_literature,,,TRUE,
Pooping Pooches,,,,,,,FALSE,
Leslie Patricelli,,,,,,,FALSE,
Diane Sanfilippo,,,,,,,FALSE,
Shannon Roberts,,,,,,,FALSE,
Herve Tullet,,,,,,,FALSE,
Kathleen Early,,,,,,,FALSE,
Caldwell B. Esselstyn Jr.,,,,,,,FALSE,
Rosamund Pike,,,,,,,TRUE,
by Jane Austen,,,,,,,FALSE,
Lindsay Duncan,,,,,,,FALSE,
Ray Porter,,,,,,,FALSE,
Eben Alexander III M.D.,,,,,,,FALSE,
by Eben Alexander,,,,,,,FALSE,
by Eben Alexander III,,,,,,,FALSE,
American Psychological Association,,,,,,,TRUE,
Penelope Douglas,,,,,,,FALSE,
Laurie Catherine Winkel,,,,,,,FALSE,
Matthew Holland,07/06/1966,,,,,,TRUE,
Golden Books,,,,,,,FALSE,
by Golden Books,,,,,,,FALSE,
Fabrizio Petrossi,,,,,,,FALSE,
Meg Cabot,01/02/1967,,,Chick-lit; Mystery_fiction,,,TRUE,
Daniel Yergin,06/02/1947,US,,,,,TRUE,
Susan Cain,20/03/1968,,,,,,TRUE,
Gregory Mone,,,,,,,FALSE,
Erica Moroz,,,,,,,FALSE,
Darlene Schacht,,,,,,,FALSE,
Dale Earnhardt Jr,,,,,,,FALSE,
Ryan McGee,,,,,,,FALSE,
Kate Schatz,,,,,,,TRUE,
Alyson Noël,03/12/1965,,,Chick_lit; Paranormal_romance; Young_adult_fiction,,,TRUE,
Nelson DeMille,,,,,,,FALSE,
Javaka Steptoe,,,,,,,FALSE,
David Platt,,,,,,,TRUE,
Kim Scott,18/02/1957,,,,,,TRUE,
Alice Paul Tapper,,,,,,,FALSE,
David Epstein,,,,,,,TRUE,
Raquel Welch,,,,,,,FALSE,
Chika Shiomi,,,,,,,FALSE,
Kurtis J Wiebe,,,,,,,FALSE,
Roc Upchurch,,,,,,,FALSE,
Del Quentin Wilber,,,,,,,TRUE,
Elmore Leonard,,,,,,,FALSE,
Michelle Tam,20/09/1974,,,,,,TRUE,
Henry Fong,,,,,,,FALSE,
T J Murphy,,,,,,,FALSE,
Larry Olmsted,,,,,,,FALSE,
Mark,,,,,,,TRUE,
Grace Driscoll,,,,,,,FALSE,
Cy Wakeman,,,,,,,FALSE,
Cynthia L Copeland,,,,,,,FALSE,
Colleen Houck,,,,,,,FALSE,
Alwyn Hamilton,,,,,,,FALSE,
Maynard Webb,,,,,,,TRUE,
Carlye Adler,,,,,,,FALSE,
S C Stephens,,,,,,,FALSE,
Gretchen Morgenson,,,,,,,FALSE,
Joshua Rosner,,,,,,,FALSE,
Sherry Turkle,18/06/1948,,,,,,TRUE,
Kimberly McCreight,,,,,,,TRUE,
Jacky Colliss Harvey,,,,,,,FALSE,
Sammy Hagar,13/10/1947,,,Hard_rock; Heavy_metal_music,,,TRUE,
Joel Selvin,14/02/1950,,,,,,TRUE,
Scott Lobdell,,,,,,,FALSE,
Kenneth Rocafort,,,,,,,FALSE,
Bill Browder,23/04/1964,,,,,,TRUE,
Clinton Romesha,,,,,,,TRUE,
Sarah Blakley-Cartwright,,,,,,,FALSE,
Fabian Nicieza,,,,,,,FALSE,
Marcus To,,,,,,,FALSE,
Phil Klay,,,,,,,TRUE,
Christine Barberich,,,,,,,FALSE,
Piera Gelardi,,,,,,,FALSE,
Julian Edelman,,,,,,,TRUE,
Tom E Curran,,,,,,,FALSE,
Cissy Houston,,,,,,,TRUE,
Lisa Dickey,,,,,,,FALSE,
Jessica Kensky,,,,,,,FALSE,
Patrick Downes,,,,,,,FALSE,
Chris Salamone,,,,,,,FALSE,
Gilbert Morris,,,,,,,FALSE,
Peter Zheutlin,,,,,,,FALSE,
Elizabeth Edwards,,,,,,,TRUE,
Gordon Korman,23/10/1963,,,Adventure_fiction; Realistic_fiction; Young_adult_fiction,,,TRUE,
Eric Jerome Dickey,07/07/1961,,03/01/2021,,,,TRUE,
Brian Windhorst,29/01/1978,,,,,,TRUE,
Dave McMenamin,,,,,,,FALSE,
Jake T Forbes,,,,,,,FALSE,
Chris Lie,,,,,,,FALSE,
Vijay Govindarajan,18/11/1949,,,,,,TRUE,
Chris Trimble,,,,,,,FALSE,
Jason Fried,,,,,,,FALSE,
David Heinemeier Hansson,,,,,,,TRUE,
Rhett McLaughlin,11/10/1977,,,,,,TRUE,
Link Neal,11/10/1977,,,,,,TRUE,
Kelly Sue Deconnick,,,,,,,FALSE,
Daymond John,23/02/1969,,,,,,TRUE,
Jay Sekulow,10/06/1956,,,,,,TRUE,
Jordan Sekulow,14/07/1982,,,,,,TRUE,
Raeanne Thayne,,,,,,,FALSE,
Reed Farrel Coleman,29/03/1956,,,,,,TRUE,
Robert Knott,,,,,,,FALSE,
Ace Atkins,28/06/1970,,,,,,TRUE,
Michael Brandman,,,,,,,FALSE,
Paul Garrison,,,,,,,FALSE,
Pierre Christin,,,,,,,TRUE,
Olivier Balez,,,,,,,FALSE,
Daniel H Wilson,,,,,,,FALSE,
Joe Perry,,,,,,,TRUE,
Rod Stewart,10/01/1945,,,,,,TRUE,
Alexander Freed,,,,,,,FALSE,
Victoria Jamieson,,,,,,,FALSE,
Sarah Glidden,,,,,,,TRUE,
Thomas Lennon,09/08/1970,,,,,,TRUE,
Penelope Ward,,,,,,,FALSE,
Tom Hart,1896-06-29,,25/05/1971,,,,TRUE,
Akihisa Ikeda,25/10/1976,,,,,,TRUE,
A G Howard,,,,,,,FALSE,
Kate Clifford Larson,,,,,,,FALSE,
Leila Meacham,,,,,,,FALSE,
Amy Tintera,,,,,,,FALSE,
Simone Elkeles,24/04/1970,,,Romance_novel; Young_adult_fiction,,,TRUE,
Christopher Reich,,,,,,,FALSE,
Liesl Shurtliff,,,,,,,FALSE,
Matthew Gray Gubler,09/03/1980,,,,,,TRUE,
Shalane Flanagan,08/07/1981,,,,,,TRUE,
Elyse Kopecky,,,,,,,FALSE,
Rush Limbaugh,,,,,,,FALSE,
Kathryn Adams Limbaugh,,,,,,,FALSE,
Michael Isikoff,,,,,,,FALSE,
David Corn,20/02/1959,,,,,,TRUE,
Ron Miscavige,,,,,,,FALSE,
Dan Koon,,,,,,,FALSE,
Marcus Pfister,,,,,,,FALSE,
by Rand McNally,,,,,,,FALSE,
Anna Massey,11/08/1937,,03/07/2011,,,,TRUE,
Daphné du Maurier,,,,,,,FALSE,
Daphne Du Maurier,,,,,,,FALSE,
Tim Gerard Reynolds,,,,,,,FALSE,
Casey McQuiston,,,,,,,FALSE,
Ramon de Ocampo,,,,,,,FALSE,
Kate Forbes,,,,,,,TRUE,
Michael Todd,25/08/1989,,,,,,TRUE,
Robert T. Kiyosaki,,,,,,,FALSE,
Tom Parks,,,,,,,FALSE,
George S. Clason,,,,,,,FALSE,
Christa Lewis,,,,,,,FALSE,
by William Shakespeare,,,,,,,FALSE,
Julia Donaldson,16/09/1948,,,Children's_fiction,,,TRUE,
Sariah Wilson,,,,,,,FALSE,
Doug Dorst,,,,,,,TRUE,
Jim Steranko,,,,,,,TRUE,
Dustin Weaver,,,,,,,FALSE,
Dan Kainen,,,,,,,FALSE,
Carol Kaufmann,,,,,,,FALSE,
Steve Bissette,,,,,,,FALSE,
Rick Veitch,,,,,,,TRUE,
Stephen R Bissette,,,,,,,FALSE,
Fiona Staples,,,,,,,FALSE,
Mark Siegel,,,,,,,FALSE,
Michael Moss,,,,,,,FALSE,
Ron Hall,30/04/1937,,,,,,TRUE,
Denver Moore,,,,,,,FALSE,
Sneaky Pie Brown,,,,,,,FALSE,
Ctein,,,,,,,FALSE,
Carl Hoffman,04/05/1960,,,,,,TRUE,
Morgan Matson,,,,Realistic_fiction,,,TRUE,
Ingrid Law,,,,,,,FALSE,
Patrick Radden Keefe,,,,,,,TRUE,
Corinne Michaels,,,,,,,FALSE,
Koji Kumeta,,,,,,,FALSE,
Jason Aaron,,,,,,,FALSE,
RM Guera,,,,,,,FALSE,
Annette Blair,,,,,,,FALSE,
Donald Miller,23/05/1939,,,,,,TRUE,
Melody Anne,,,,,,,FALSE,
Bryan Lee O’Malley,,,,,,,FALSE,
Bryan Lee O'Malley,,,,,,,TRUE,
Timothy Zahn,01/09/1951,,,Fantasy; Science_fiction,,,TRUE,
Kevin Hearne,09/12/1970,,,Science_fiction; Urban_fantasy,,,TRUE,
Anna Kendrick,,,,,,,TRUE,
Chuck Pfarrer,,,,,,,TRUE,
Howard E Wasdin,,,,,,,FALSE,
Stephen Templin,,,,,,,TRUE,
Maggie Shipstead,,,,,,,TRUE,
Maria Goodavage,,,,,,,TRUE,
Paul Cornell,18/07/1967,,,,,,TRUE,
Esad Ribic,,,,,,,FALSE,
Deborah Perry Piscione,,,,,,,TRUE,
Kevin Cope,,,,,,,TRUE,
Jennifer Keishin Armstrong,,,,,,,FALSE,
Nely Galán,,,,,,,TRUE,
Miranda Sings,,,,,,,FALSE,
Robert Beatty,,,,Fantasy_literature; Historical_fiction; Middle_grade_fiction,,,TRUE,
Takaya Kagami,22/05/1979,,,,,,TRUE,
Yamato Yamamoto,,,,,,,TRUE,
Zack Whedon,14/08/1979,,,,,,TRUE,
Chris Samnee,,,,,,,FALSE,
Brett Matthews,05/07/1962,,31/01/2013,,,,TRUE,
Shelby Mahurin,21/05/1992,,,,,,TRUE,
Megyn Kelly,18/11/1970,,,,,,TRUE,
Carlo Rovelli,03/05/1956,,,,,,TRUE,
Patty Loew,,,,,,,FALSE,
Chip Zdarsky,,,,,,,FALSE,
Ed,,,,,,,TRUE,
Lisa Young,03/01/1966,,,,,,TRUE,
C C Hunter,,,,,,,FALSE,
Mallory Factor,16/07/1950,,,,,,TRUE,
Daniel José Older,,,,Fantasy; Young_adult_fiction,,,TRUE,
Tim Tebow,,,,,,,TRUE,
Tahereh Mafi,,,,,,,FALSE,
Jonathan Allen,,,,,,,TRUE,
Amie Parnes,,,,,,,FALSE,
Jodi Kantor,21/04/1975,,,,,,TRUE,
Megan Twohey,,,,,,,TRUE,
selected,,,,,,,FALSE,
introduced  Caroline Kennedy,,,,,,,FALSE,
Tucker Carlson,16/05/1969,,,,,,TRUE,
Shirley Jones,31/03/1934,,,,,,TRUE,
Wendy Leigh,,,,,,,FALSE,
Lindy Woodhead,,,,,,,FALSE,
Timothy Egan,,,,,,,FALSE,
Pete Buttigieg,19/01/1982,,,,,,TRUE,
Lindy West,09/03/1982,,,,,,TRUE,
Peach-Pit,,,,,,,TRUE,
Si Robertson,,,,,,,FALSE,
Josh Grayson,,,,,,,FALSE,
Judd Apatow,06/12/1967,,,,,,TRUE,
Olivier Coipel,,,,,,,FALSE,
Sarah A Denzil,,,,,,,FALSE,
Helen Brann,,,,,,,FALSE,
Ande Parks,01/10/1964,,,,,,TRUE,
Patton Oswalt,27/01/1969,,,Black_comedy; Deadpan; Insult_comedy; Observational_comedy; Sarcasm; Satire; Surreal_humour; Wordplay,,,TRUE,
Denis Leary,,,,,,,TRUE,
Jesmyn Ward,01/04/1977,,,,,,TRUE,
Delia Ephron,12/07/1944,,,,,,TRUE,
Allison Pataki,25/11/1984,,,Historical_fiction,,,TRUE,
Ann Brashares,,,,,,,TRUE,
Barbara Pierce Bush,,,,,,,FALSE,
Linda Hirshman,,,,,,,FALSE,
Venice A Fulton,,,,,,,FALSE,
Kim Barnouin,,,,,,,FALSE,
Teresa Giudice,18/05/1972,,,,,,TRUE,
Heather Maclean,18/10/1972,,,,,,TRUE,
Eve Adamson,,,,,,,FALSE,
Gina Homolka,,,,,,,FALSE,
Heather K Jones,,,,,,,FALSE,
Yoshiki Nakamura,,,,,,,FALSE,
Judy Schachner,,,,,,,FALSE,
Shane Ryan,27/01/1994,,,,,,TRUE,
Kendra Wilkinson,12/06/1985,,,,,,TRUE,
Nate Jackson,04/06/1979,,,,,,TRUE,
Lisa Brennan-Jobs,17/05/1978,,,,,,TRUE,
Pere Perez,,,,,,,FALSE,
Jorge Jimenez,,,,,,,FALSE,
Rachel Cruze,04/04/1988,,,,,,TRUE,
Charles Duhigg,,,,,,,TRUE,
Christine Comaford,,,,,,,TRUE,
Deb Perelman,,,,,,,FALSE,
Caitlin Doughty,19/08/1984,,,,,,TRUE,
Matt Phelan,,,,,,,FALSE,
Lily Blake,,,,,,,FALSE,
Evan Daugherty,,,,,,,TRUE,
John Lee Hancock,15/12/1956,,,,,,TRUE,
Hossein Amini,18/01/1966,,,,,,TRUE,
RaeAnne Thayne,,,,,,,FALSE,
Jacques Lob,,,,,,,TRUE,
Jean-Marc Rochette,,,,,,,FALSE,
Sarah Weeks,18/03/1955,,,Chapter_books; Novels; Picture_books,,,TRUE,
Beth Moore,16/06/1957,,,,,,TRUE,
Jon Ronson,,,,,,,TRUE,
Hope Solo,30/07/1981,,,,,,TRUE,
Ann Killion,,,,,,,TRUE,
Lauren Graham,16/03/1967,,,,,,TRUE,
Alice McDermott,27/06/1953,,,Literary_fiction,,,TRUE,
Addison Moore,,,,,,,FALSE,
Catherine Steadman,08/02/1987,,,,,,TRUE,
Philippa Rice,,,,,,,FALSE,
Christina Geist,,,,,,,FALSE,
Atsushi Ohkubo,,,,,,,FALSE,
Rulin Xiu,,,,,,,FALSE,
Bethany Hamilton,08/02/1990,,,,,,TRUE,
Sheryl Berk,,,,,,,TRUE,
Rick Bundschuh,,,,,,,FALSE,
Rainn Wilson,20/01/1966,,,,,,TRUE,
Clive Davis,,,,,,,TRUE,
Anthony DeCurtis,25/06/1951,,,,,,TRUE,
Pat Conroy,26/10/1945,,04/03/2016,,,,TRUE,
Brian Krebs,,,,,,,TRUE,
Marie Kondo,,,,,,,FALSE,
Joe De Sena,02/01/1969,,,,,,TRUE,
John Durant,,,,,,,FALSE,
Jeff O'Connell,,,,,,,FALSE,
Josh Katz,,,,,,,FALSE,
Adam Makos,,,,Military_history,,,TRUE,
Aprilynne Pike,,,,Fantasy_fiction; Young_adult_fiction,,,TRUE,
Isuna Hasekura,27/12/1982,,,,,,TRUE,
Keito Koume,,,,,,,FALSE,
Ju Ayakura,,,,,,,FALSE,
Gabriele Dell’Otto,,,,,,,FALSE,
Neil Edwards,05/12/1970,,,,,,TRUE,
Dan Slott,,,,,,,TRUE,
Laura Amy Schlitz,,,,,,,TRUE,
Andrew Weil,,,,,,,FALSE,
Mary Beard,,,,,,,TRUE,
Kirk Goldsberry,,,,,,,FALSE,
Jason Hanson,,,,,,,TRUE,
Philip Houston,,,,,,,FALSE,
Michael Floyd,,,,,,,TRUE,
Susan Carnicero,,,,,,,FALSE,
Don Tennant,,,,,,,FALSE,
Scott,,,,,,,TRUE,
David Tipton,10/12/1953,,,,,,TRUE,
John Cassaday,,,,,,,FALSE,
Simone Bianchi,27/01/1973,,,,,,TRUE,
Leinil Francis Yu,,,,,,,FALSE,
E K Johnston,,,,,,,FALSE,
Kieron Gillen,,,,,,,FALSE,
Salvador Larocca,,,,,,,FALSE,
Salvador Larroca,,,,,,,FALSE,
Jarrett J Krosoczka,,,,,,,FALSE,
Alex Maleev,,,,,,,FALSE,
Marco Checchetto,,,,,,,FALSE,
Delilah S Dawson,,,,,,,FALSE,
Terry Dodson,,,,,,,FALSE,
EK Johnston,,,,,,,FALSE,
Beth Revis,,,,Young_adult_literature,,,TRUE,
Marco Chechetto,,,,,,,FALSE,
Angel Unzueta,,,,,,,FALSE,
Jason Fry,,,,,,,FALSE,
the staff of the Lucas Film Book Group,,,,,,,FALSE,
David S Goyer,,,,,,,FALSE,
Jon Acuff,,,,,,,FALSE,
Blake Mycoskie,26/08/1976,,,,,,TRUE,
Emily St John Mandel,,,,,,,FALSE,
Karen Kilgariff,11/05/1970,,,,,,TRUE,
Georgia Hardstark,08/06/1980,,,,,,TRUE,
Demi Lovato,20/08/1992,,,,,,TRUE,
Jenny Sanford,11/09/1962,,,,,,TRUE,
Austin Kleon,16/06/1983,,,,,,TRUE,
Michael Prescott,,,,Crime_fiction,,,TRUE,
Kevin Williamson,18/01/1959,,,,,,TRUE,
Julie Plec,26/05/1972,,,,,,TRUE,
Jeremy Sorese,,,,,,,FALSE,
Ian Jones–Quartey,,,,,,,FALSE,
Asia Kendrick–Horton,,,,,,,FALSE,
Rachel Dukes,,,,,,,FALSE,
Billy Crystal,,,,,,,TRUE,
Chevy Stevens,,,,,,,FALSE,
Ryan Holiday,16/06/1987,,,Nonfiction,,,TRUE,
Sharyl Attkisson,,,,,,,TRUE,
Ben Brooks,11/08/1958,,,,,,TRUE,
James Riley,,,,,,,TRUE,
Gaston Legorburu,,,,,,,FALSE,
Darren McColl,,,,,,,FALSE,
Nathan W Pyle,,,,,,,FALSE,
James Donovan,29/02/1916,US,19/01/1970,,,,TRUE,
Richard Horwath,,,,,,,FALSE,
the Adult Coloring Book Designs staff,,,,,,,FALSE,
the editors of Blue Star Books,,,,,,,FALSE,
Timothy F Geithner,,,,,,,FALSE,
Andrew Maraniss,,,,,,,TRUE,
Khloe Kardashian,,,,,,,FALSE,
Jeff Bauman,02/01/1986,,,,,,TRUE,
Bret Witter,,,,,,,FALSE,
Emily Henderson,,,,,,,TRUE,
Angelin Borsics,,,,,,,FALSE,
Russell Simmons,04/10/1957,,,,,,TRUE,
Chris Morrow,20/09/1985,,,,,,TRUE,
R D Rosen,,,,,,,FALSE,
Charles Burns,,,,,,,TRUE,
Patrick J Buchanan,,,,,,,FALSE,
Jonah Goldberg,21/03/1969,,,,,,TRUE,
Chesley B Sullenberger III,,,,,,,FALSE,
Lupita Nyong'o,01/03/1983,,,,,,TRUE,
Pat Head Summitt,,,,,,,FALSE,
Sally Jenkins,11/10/1960,,,,,,TRUE,
Taran Matharu,,,,,,,FALSE,
Taiyo Matsumoto,,,,,,,FALSE,
the editors of Sports,,,,,,,FALSE,
Gary Shteyngart,05/07/1972,,,,,,TRUE,
Jane McGonigal,21/10/1977,,,,,,TRUE,
Kamala Harris,,,,,,,FALSE,
Humberto Ramos,,,,,,,FALSE,
Christos Gage,,,,,,,FALSE,
Giuseppe Camuncoli,,,,,,,FALSE,
Max Landis,02/02/1993,,,,,,TRUE,
J Michael Straczynski,,,,,,,FALSE,
Shane Davis,,,,,,,FALSE,
Pete Woods,,,,,,,TRUE,
Jerry Siegel,,,,,,,TRUE,
Joe Shuster,,,,,,,TRUE,
Sterling Gates,,,,,,,FALSE,
Bob Hall,,,,,,,TRUE,
Christopher Buckley,22/05/1905,,12/08/1950,,,,TRUE,
Scott McGaugh,,,,,,,FALSE,
Caleb Carr,1616-12-09,,1695-12-17,,,,TRUE,
Tim Larkin,,,,,,,FALSE,
Stefan Swanepoel,05/01/1958,,,,,,TRUE,
James Wesley,09/03/1970,,,Country_music,,,TRUE,
Rawles,,,,,,,FALSE,
Erin Stanton,,,,,,,FALSE,
J R Moehringer,,,,,,,FALSE,
Karen Russell,10/07/1981,,,,,,TRUE,
Callista Gingrich,04/03/1966,,,,,,TRUE,
Francine Pascal,13/05/1938,,,,,,TRUE,
Stephanie Danler,,,,,,,TRUE,
Jimmy Buffett,25/12/1946,,,Calypso_music; Country_music; Country_rock; Easy_listening; Folk_rock; Gulf_of_Mexico; Pop_music; Trop_rock,,,TRUE,
Mary Rand Hess,,,,,,,FALSE,
Mike Leach,09/03/1961,,,,,,TRUE,
Amanda Hocking,12/07/1984,,,Paranormal_romance; Young_adult_fiction,,,TRUE,
Reki Kawahara,17/08/1974,,,,,,TRUE,
Kiseki Himura,,,,,,,FALSE,
Tamako Nakamura,,,,,,,FALSE,
Tsubasa Haduki,,,,,,,FALSE,
Neko Nekoou,,,,,,,FALSE,
Queen Afua,,,,,,,FALSE,
Camille Mazant,,,,,,,FALSE,
Echo Point Books,,,,,,,FALSE,
Media,,,,,,,TRUE,
Samin Nosrat,07/11/1979,,,,,,TRUE,
Samin NosratWendy MacNaughton,,,,,,,FALSE,
Derek Perkins,,,,,,,FALSE,
by Yuval Harari,,,,,,,FALSE,
School Zone,,,,,,,TRUE,
by School Zone,,,,,,,FALSE,
Joan Hoffman,,,,,,,FALSE,
Fiona Valpy,,,,,,,FALSE,
Heather Wilds,,,,,,,FALSE,
Christopher Ryan Grant,,,,,,,FALSE,
Catherine Ryan Hyde,,,,,,,TRUE,
Ryan Burke,23/11/2000,,,,,,TRUE,
Jess Nahikian,,,,,,,FALSE,
Gregory David Roberts,,,,,,,TRUE,
Ann Marie Lee,,,,,,,FALSE,
Phil Knight,24/02/1938,,,,,,TRUE,
Norbert Leo Butz,30/01/1967,,,,,,TRUE,
Phil Knight - introduction,,,,,,,FALSE,
Ian K. Smith,15/07/1969,,,,,,TRUE,
Douglas Stuart,31/05/1976,,,,,,TRUE,
Suzanne Ryan,,,,,,,FALSE,
Tristan Morris,,,,,,,FALSE,
6 more,,,,,,,FALSE,
Caroline Hirons,,,,,,,FALSE,
Kurt Vonnegut,11/11/1922,,11/04/2007,Gallows_humor; Satire; Science_fiction,,,TRUE,
James Franco,19/04/1978,,,,,,TRUE,
Ijeoma Oluo,,,,,,,TRUE,
Kristina McMorris,,,,,,,TRUE,
Dion Graham,,,,,,,FALSE,
Natasha Newton,,,,,,,FALSE,
