,title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,year
4982,NELLY GNU AND DADDY TOO,Anna Dewdney,9780670012275,0670012270,2.0,,A father and daughter share a special day together.,https://www.amazon.com/Nelly-Gnu-Daddy-Anna-Dewdney/dp/0670012270?tag=NYTBS-20,,,2014-05-06
4983,NEMESIS,Catherine Coulter,9780399171277,0399171274,5.0,,"In Coulter’s 19th F.B.I. suspense thriller, the agents Lacey Sherlock and Dillon Savich must discover who is responsible for bombings in New York City.",https://www.amazon.com/Nemesis-FBI-Thriller-Catherine-Coulter/dp/0399171274?tag=NYTBS-20,Putnam,,2015
4984,NEMESIS,Mark Millar;Steve McNiven,9780785148654,0785148655,5.0,,Nemesis is the best he is at what he does: pure evil. This book has been described as “What if Batman was the Joker“?,https://www.amazon.com/Nemesis-Mark-Millar/dp/0785148655?tag=NYTBS-20,,,2011-02-23
4985,NEMESIS,Philip Roth,9781446401101,1446401103,16.0,,"In 1944, a New Jersey phys ed teacher unfit for military service wages his own war against a polio outbreak.",http://www.amazon.com/Nemesis-Philip-Roth/dp/0547318359?tag=NYTBS-20,Houghton Mifflin Harcourt,,2010-12-23
4986,"NEON GENESIS EVANGELION, VOL. 11",Osamu Takahashi,9781595829320,1595829326,1.0,,"From the publisher: ""The campus culture festival is coming up for the students of Class 2-A."" That means starting an all-girl band, despite the keyboardist being a boy.",https://www.amazon.com/Neon-Genesis-Evangelion-Raising-Project/dp/1595829326?tag=NYTBS-20,,,2012
4987,"NEON GENESIS EVANGELION, VOL. 13",Yoshiyuki Sadamoto,9781421552910,1421552914,2.0,,"The popular apocalyptic series, which follows a group of teenagers who pilot giant robots, continues.",https://www.amazon.com/Neon-Genesis-Evangelion-Vol-13/dp/1421552914?tag=NYTBS-20,,,
4988,"NEON GENESIS EVANGELION, VOL. 14",Yoshiyuki Sadamoto,9781421578354,1421578352,1.0,,"The popular apocalyptic series, which follows a group of teenagers who pilot giant robots, continues.",https://www.amazon.com/Neon-Genesis-Evangelion-Vol-14/dp/1421578352?tag=NYTBS-20,,,2015-02-10
4989,"NEON GENESIS: EVANGELION, VOL. 10",Osamu Takahashi,9781595828798,1595828796,1.0,,"From the publisher: ""The campus culture festival is coming up for the students of Class 2-A."" That means starting an all-girl band, despite the keyboardist being a boy.",https://www.amazon.com/Neon-Genesis-Evangelion-Raising-Project/dp/1595828796?tag=NYTBS-20,,,2010
4990,NEON PREY,John Sandford,9780525536581,0525536582,2.0,,The 29th book in the Prey series. Lucas Davenport goes after a serial killer.,https://www.amazon.com/Neon-Prey-Novel-Book-29-ebook/dp/B07FZN9DY5?tag=NYTBS-20,,,2019
4991,NERDY NUMMIES COOKBOOK,Rosanna Pansino,9781501104015,1501104012,5.0,,"Recipes for sweets like Robot Brownie Pops and Geode Candy Cupcakes, from the host of the YouTube baking show.",https://www.amazon.com/The-Nerdy-Nummies-Cookbook-Treats/dp/1501104012?tag=NYTBS-20,,,
4992,NERVE,Jeanne Ryan,9780142422830,0142422835,5.0,,,https://www.amazon.com/Nerve-Movie-Tie-Jeanne-Ryan/dp/0142422835?tag=NYTBS-20,,,2016-07-12
4993,NETHERLAND,Joseph O'Neill,9780007380787,000738078X,18.0,,A Dutchman deserted by his wife after 9/11 finds solace in New York’s immigrant cricket scene.,http://www.amazon.com/Netherland-A-Novel-Joseph-ONeill/dp/0307377040?tag=NYTBS-20,Knopf Publishing Group,,2012-10-25
4994,NEUROTRIBES,Steve Silberman,9781583334676,158333467X,3.0,,"A science writer argues that conditions like autism are natural human variations with some adaptive elements, and surveys the history of autism and the current spike in diagnoses.",https://www.amazon.com/NeuroTribes-Legacy-Autism-Future-Neurodiversity/dp/158333467X?tag=NYTBS-20,,,2015
4995,NEVER DIE ALONE,Lisa Jackson,9781420136050,1420136054,5.0,,A ritualistic killer who claims twins on their 21st birthday may be on the loose again.,https://www.amazon.com/Never-Alone-Bentz-Reuben-Montoya-ebook/dp/B00P53BXPI?tag=NYTBS-20,,,2015-07-28
4996,NEVER FALL DOWN,Patricia McCormick,9780062114426,0062114425,1.0,,,https://www.amazon.com/Never-Fall-Down-A-Novel-ebook/dp/B0068M2GK6?tag=NYTBS-20,,,2012-05-08
4997,NEVER GO BACK,Lee Child,9780385344340,0385344341,1.0,,Jack Reacher is thrown into jail on trumped-up charges. ,https://www.amazon.com/Never-Back-bonus-novella-High/dp/0440246326?tag=NYTBS-20,Delacorte,,2013
4998,NEVER HAVE I EVER,Sara Shepard,9780061869723,0061869724,2.0,,Emma’s investigation of her twin sister’s murder continues.,https://www.amazon.com/The-Lying-Game-Never-Have/dp/0061869724?tag=NYTBS-20,,,
4999,NEVER JUDGE A LADY BY HER COVER,Sarah MacLean,9780062068514,0062068512,4.0,,"By day, she's Lady Georgiana, ruined sister to a duke. But in London's darkest corners, she's Chase, the owner of a legendary casino. For years, her double identity has gone undiscovered — until now.",https://www.amazon.com/Never-Judge-Lady-Her-Cover/dp/0062068512?tag=NYTBS-20,,,2014-11-25
5000,NEVER NEVER,James Patterson;Candice Fox,9780316433174,0316433179,1.0,,"Harriet Blue, a Sydney sex crimes detective, is sent to the outback (the never never) to investigate the disappearance of a mine worker. The first in a new series.",https://www.amazon.com/Never-James-Patterson-ebook/dp/B01LZANZGP?tag=NYTBS-20,"Little, Brown",,2017-01-16
5001,NEVER SETTLE,Marty Smith,9781538732991,1538732998,5.0,,,https://www.amazon.com/Never-Settle-Sports-Family-American/dp/1538732998?tag=NYTBS-20,,,2019-08-06
5002,NEVER TELL,Lisa Gardner,9781524742089,1524742082,3.0,,D.D. Warren and Flora Dane investigate whether a pregnant woman shot and killed her husband.,https://www.amazon.com/Never-Tell-Novel-Warren-Flora-ebook/dp/B07DH8XR2X?tag=NYTBS-20,,,2019
5003,NEVER TURN YOUR BACK ON AN ANGUS COW,Jan Pol;David Fisher,9780698158337,0698158334,3.0,,"A veterinarian’s memoir, from the star of the Nat Geo Wild series ""The Incredible Dr. Pol.""",https://www.amazon.com/Never-Turn-Your-Back-Angus-ebook/dp/B00G3L19X2?tag=NYTBS-20,,,
5004,NEVERTHELESS,Alec Baldwin,9780062409706,0062409700,5.0,,A memoir by the actor.,https://www.amazon.com/Nevertheless-Memoir-Alec-Baldwin/dp/0062409700?tag=NYTBS-20,,,2017-04-04
5005,NEVERWHERE,Neil Gaiman,9780061549113,0061549118,3.0,,"A businessman falls into a world of monsters and knights beneath the London streets. 13 hours, 48 minutes unabridged. Read by the author.",https://www.amazon.com/Neverwhere-Neil-Gaiman-ebook/dp/B000FC130E?tag=NYTBS-20,,,
5006,NEVERWINTER,R A Salvatore,9780786958429,0786958421,4.0,,The second book in a fantasy series featuring Drizzt Du‘Orden.,https://www.amazon.com/Neverwinter-The-Saga-Book-II/dp/0786958421?tag=NYTBS-20,Wizards of the Coast,,2011
5007,NEW LEAF,Catherine Anderson,9780451418357,0451418352,3.0,,"A woman loses everything, including custody of her daughter, at the hands of her rich husband, then enlists a man to help get her back. A Mystic Creek novel.",https://www.amazon.com/New-Leaf-Mystic-Creek-Novel/dp/0451418352?tag=NYTBS-20,,,
5008,NEW MOON,Mark Cotta Vaz,9780316075800,0316075809,3.0,,The illustrated companion to the movie based on the second book in Stephenie Meyer’s Twilight vampire romance series.,https://www.amazon.com/The-Twilight-Saga-Moon-The-Illustrated/dp/0316075809?tag=NYTBS-20,,,
5009,NEW SPRING: THE GRAPHIC NOVEL,Robert Jordan;Chuck Dixon;Mike Miller,9780765323804,076532380X,2.0,,"This is an adaptation of the prequel to the ""Wheel of Time"" fantasy series by Robert Jordan.",https://www.amazon.com/New-Spring-Graphic-Robert-Jordan/dp/076532380X?tag=NYTBS-20,,,2011-01-18
5010,"NEW SUICIDE SQUAD, VOL. 1",Sean Ryan;others,9781401252380,1401252389,4.0,,"The Joker’s Daughter and Deathstroke join the latest iteration of this team of criminals, murderers and nutcases.",https://www.amazon.com/New-Suicide-Squad-Vol-Insanity/dp/1401252389?tag=NYTBS-20,,,
5011,NEW TEEN TITANS: GAMES,Marv Wolfman;George Perez,9781401233228,1401233228,4.0,,"This tale, 20 years in the making, pits a classic line-up of Titans against a villain with New York City caught in the crossfire.",https://www.amazon.com/New-Teen-Titans-Marv-Wolfman/dp/1401233228?tag=NYTBS-20,,,2011
5012,NEW YORK,Edward Rutherfurd,9781409007692,1409007693,14.0,,"Characters real and imaginary in the Big Apple, from Dutch colonial days to 2001.",http://www.amazon.com/New-York-Novel-Edward-Rutherfurd/dp/0345497422?tag=NYTBS-20,Doubleday,,2010-12-23
5013,NEW YORK TO DALLAS,J D Robb,9780399157783,0399157786,2.0,,"An escaped child molester pursues Lt. Eve Dallas; by Nora Roberts, writing pseudonymously.",https://www.amazon.com/New-York-Dallas-In-Death-ebook/dp/B004Z4IKMM?tag=NYTBS-20,Penguin Group,,2011
5014,NEWS SORORITY,Sheila Weller,9780698170032,0698170032,5.0,,The women who broke into formerly all male newsrooms and redefined the way Americans received their news.,https://www.amazon.com/The-News-Sorority-Amanpour-Complicated-ebook/dp/B00INIYFAC?tag=NYTBS-20,,,2014-09-30
5015,NEXT LEVEL BASIC,Stassi Schroeder,9781982112462,1982112468,3.0,,,https://www.amazon.com/Next-Level-Basic-Definitive-Handbook/dp/1982112468?tag=NYTBS-20,,,2019-04-16
5016,"NICHIJOU: MY ORDINARY LIFE, VOL. 1",Keiichi Arawi,9781942993308,1942993307,1.0,,This series focuses on the mundane lives of various characters who reside in a quiet suburban town in Japan.,https://www.amazon.com/Nichijou-1-Keiichi-Arawi/dp/1942993307?tag=NYTBS-20,,,2016-03-29
5017,NICKY HASLAM: A DESIGNER'S LIFE,Nicky Haslam,9780847845095,0847845095,5.0,,An archive of design and interior decors.,https://www.amazon.com/Nicky-Haslam-A-Designers-Life/dp/0847845095?tag=NYTBS-20,,,2015-03-03
5018,NIGHT AND DAY,Iris Johansen,9781466887213,1466887214,3.0,,A forensic sculptor hunts down lost treasure as well as the people who have snatched her young charge.,https://www.amazon.com/Night-Day-Eve-Duncan-Novel-ebook/dp/B01AGGSQ1C?tag=NYTBS-20,St. Martin's,,2016-07-19
5019,NIGHT AND DAY,Robert B Parker,9781849168328,1849168326,6.0,,"Jesse Stone, the police chief of Paradise, Mass., must catch a voyeur who forces women to strip at gunpoint.",http://www.amazon.com/Night-Day-Jesse-Stone-Novel/dp/0399155414?tag=NYTBS-20,Putnam,,2010-05-04
5020,NIGHT BROKEN,Patricia Briggs,9780425256749,042525674X,2.0,,"The ex-wife of Adam, mate of the shape shifter Mercy Thompson, wants him back.",https://www.amazon.com/Night-Broken-Thompson-Patricia-Briggs/dp/042525674X?tag=NYTBS-20,Ace,,2014
5021,NIGHT FILM,Marisha Pessl,9781448165834,1448165830,6.0,,Investigators pursue a master horror film auteur after his daughter is found dead.,http://www.amazon.com/Night-Film-Novel-Marisha-Pessl-ebook/dp/B004J4WL2I?tag=NYTBS-20,Random House,,2013-08-20
5022,NIGHT MOVES,Jonathan Kellerman,9780345541475,0345541472,3.0,,Homicide detective Milo Sturgis enlists the psychologist Alex Delaware to help solve a John Doe case.,https://www.amazon.com/Night-Moves-Alex-Delaware-Novel-ebook/dp/B072HYWT73?tag=NYTBS-20,Ballantine,,2018-02-13
5023,NIGHT MOVES,Randy Wayne White,,,14.0,,Doc Ford and his friend Tomlinson are the targets of several murder attempts; the 20th Doc Ford novel.,http://www.amazon.com/Night-Moves-Randy-Wayne-White/dp/039915812X?tag=NYTBS-20,Putnam,,
5024,NIGHT OF THE GUN,David Carr,9781416580232,1416580239,5.0,,"The New York Times media columnist and culture reporter recounts his former life as a crack addict, cokehead and alcoholic, and how he got back on track.",https://www.amazon.com/The-Night-Gun-Investigates-Life-His/dp/1416541527?tag=NYTBS-20,,,2008-08-05
5025,NIGHT OF THE HUNTER,R A Salvatore,9780786965502,0786965509,19.0,,Drizzt Do’Urden and his old friends face a perilous journey.,http://www.amazon.com/Night-Hunter-Companions-Codex-I/dp/0786965118?tag=NYTBS-20,Wizards of the Coast,,2014-03-11
5026,NIGHT OF THUNDER,Stephen Hunter,9781849830416,184983041X,17.0,,A family of deranged evangelicals is somehow involved in a conspiracy that has left Bob Lee Swagger’s daughter in a coma.,http://www.amazon.com/Night-Thunder-Swagger-Novel-Novels/dp/1416565140?tag=NYTBS-20,Simon & Schuster,,2011-02-03
5027,NIGHT ROAD,Kristin Hannah,9780312364427,0312364423,5.0,,Three teenagers make a calamitous decision that changes the course of their lives.,https://www.amazon.com/Night-Road-Kristin-Hannah/dp/0312364431?tag=NYTBS-20,St. Martin's,,2011-03-22
5028,NIGHT SCHOOL,Lee Child,9780804178808,0804178801,1.0,,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.",https://www.amazon.com/Night-School-Jack-Reacher-Novel-ebook/dp/B019B6WTRU?tag=NYTBS-20,Delacorte,,2016-11-07
5029,NIGHT VISION,Randy Wayne White,9781101486399,1101486392,10.0,,Doc Ford must find a young girl from Guatemala who disappears after witnessing a murder.,http://www.amazon.com/Night-Vision-Randy-Wayne-White/dp/0399157050?tag=NYTBS-20,Putnam,,
5030,NIGHT WATCH,Linda Fairstein,9781101585535,1101585536,10.0,,The prosecutor Alexandra Cooper becomes involved when a wealthy man assaults a maid in a Manhattan hotel.,http://www.amazon.com/Night-Watch-Linda-Fairstein-ebook/dp/B0072NWK38?tag=NYTBS-20,Dutton,,2012-07-10
5031,NIGHTHAWK,Clive Cussler;Graham Brown,9780399184017,0399184015,4.0,,The NUMA crew races the Russians and Chinese in a hunt for a missing American aircraft.,https://www.amazon.com/Nighthawk-NUMA-Files-Clive-Cussler-ebook/dp/B01M0I28M0?tag=NYTBS-20,Putnam,,2017
5032,NIGHTMARES!,Jason Segel;Kirsten Miller,9780385744256,0385744250,4.0,,A boy has bad dreams.,https://www.amazon.com/Nightmares-Jason-Segel/dp/0385744250?tag=NYTBS-20,,,2014
5033,NIGHTSHADE,Andrea Cremer,9780399256127,0399256121,5.0,,A shape-shifting wolf pack and a centuries-old Witches’ War.,https://www.amazon.com/Nightshade-Andrea-Cremer/dp/014241980X?tag=NYTBS-20,,,2012-01
5034,"NIGHTWING, VOL. 2",Eddy Barrows,9781401240271,1401240275,3.0,,Nightwing confronts the Court of Owls and his familial connection to the sinister organization. Plus: the Penguin.,https://www.amazon.com/Nightwing-Vol-Night-Owls-The/dp/1401240275?tag=NYTBS-20,,,2013-07-30
5035,"NIGHTWING, VOL. 4",Kyle Higgins;Brett Booth,9781401246303,1401246303,1.0,,"Nightwing travels to Chicago to track down Tony Zullo, the man who murdered his parents and receives some unexpected assistance from The Prankster.",https://www.amazon.com/Nightwing-Vol-Second-City-The/dp/1401246303?tag=NYTBS-20,,,
5036,NIGHTWING: TRAPS AND TRAPEZES,Kyle Higgins;Eddy Barrows,9781401237059,1401237053,3.0,,"In this ""New 52"" series, Dick Grayson once again assumes the role of Nightwing as he tries to solve crimes related to a traveling circus.",https://www.amazon.com/Nightwing-Vol-Traps-Trapezes-The/dp/1401237053?tag=NYTBS-20,,,2012-10-16
5037,NIGHTWOODS,Charles Frazier,9781444731262,1444731262,13.0,,"When a young woman inherits her murdered sister’s troubled twins, her solitary life becomes filled with mystery and action.",http://www.amazon.com/Nightwoods-A-Novel-Charles-Frazier-ebook/dp/B004P8JQ0I?tag=NYTBS-20,Random House,,2011-09-27
5038,NIMONA,Noelle Stevenson,9780062278234,0062278231,2.0,,Nimona is a shapeshifter and super villain in training who continually confounds her mentor with her unpredictability.,https://www.amazon.com/Nimona-Noelle-Stevenson/dp/0062278231?tag=NYTBS-20,,,2015-05-12
5039,NINE DRAGONS,Michael Connelly,9780446561952,0446561959,3.0,,The Los Angeles detective Harry Bosch fights crime at home and in Hong Kong.,https://www.amazon.com/Nine-Dragons-Harry-Bosch-Novel-ebook/dp/B002ZFOM52?tag=NYTBS-20,"Little, Brown",,2010-08-01
5040,NINE LIVES,Dan Baum,9780385529600,0385529600,5.0,,"A multi-voiced story of one of the most culturally rich, beloved and resilient cities of the world: New Orleans.",https://www.amazon.com/Nine-Lives-Death-Life-Orleans/dp/038552319X?tag=NYTBS-20,,,
5041,NINE PERFECT STRANGERS,Liane Moriarty,9781250069825,1250069823,2.0,,A romance writer becomes fascinated by the owner and director of a health resort.,https://www.amazon.com/Nine-Perfect-Strangers-Liane-Moriarty-ebook/dp/B07C75GRLY?tag=NYTBS-20,,,
5042,NINETEEN MINUTES,Jodi Picoult,9781476729718,1476729719,4.0,,The aftermath of a high school shooting reveals the fault lines in a small New Hampshire town.,https://www.amazon.com/Nineteen-Minutes-novel-Jodi-Picoult/dp/1476729719?tag=NYTBS-20,,,2013-01-22
5043,"NINJA GIRLS, VOL. 9",Hosana Tanaka,9781612620701,1612620701,3.0,,"A gaggle of female ninjas plot to bring Raizo, the illegitimate son of a ruling family, to power.",https://www.amazon.com/Ninja-Girls-9-Hosana-Tanaka/dp/1612620701?tag=NYTBS-20,,,2012-03-13
5044,NINJA INNOVATION,Gary Shapiro,9780062242327,0062242326,3.0,,Ten strategies observed at the world’s most successful businesses.,https://www.amazon.com/Ninja-Innovation-Strategies-Successful-Businesses/dp/0062242326?tag=NYTBS-20,,,2013-01-08
5045,NINJAGO: KINGDOM OF THE SNAKES,Greg Farshtey;Jolyon Yates,9781597073561,1597073563,3.0,,This graphic novel series is based on the Lego toy line. This volume visit an alternate reality where the ninja team was never formed.,https://www.amazon.com/LEGO-Ninjago-5-Kingdom-Snakes/dp/1597073571?tag=NYTBS-20,,,
5046,NINJAGO: MASK OF THE SENSEI,Greg Farshtey;Paulo Herique,9781597073103,1597073105,1.0,,"This graphic novel series, based on the Lego toy line, are about four young ninjas. In this installment, they must face their sensei.",https://www.amazon.com/Mask-Sensei-Ninjago-Lego/dp/1597073105?tag=NYTBS-20,,,2012-02-28
5047,NINJAGO: RISE OF THE SERPENTINE,Greg Farshtey;Paul Lee,9781597073257,1597073253,1.0,,"This graphic novel series is based on the Lego toy line. In this volume, the ninja heroes must combat a tribe of snakes.",https://www.amazon.com/Rise-Serpentine-Ninjago-Lego/dp/1597073253?tag=NYTBS-20,,,2012-05-22
5048,NINJAGO: THE CHALLENGE OF SAMUKAI,Greg Farshtey;Paulo Herique,9781597072977,1597072974,5.0,,"This graphic novel series is based on the Lego toy line. This opening chapter, Sensei Wu teaches four young ninjas how to use their elemental powers in order to take on his evil brother.",https://www.amazon.com/The-Challenge-Samukai-Lego-Ninjago/dp/1597072974?tag=NYTBS-20,,,2011-11-08
5049,NINJAGO: TOMB OF THE FANGPYRE,Greg Farshtey,9781597073295,1597073296,3.0,,"This graphic novel series is based on the Lego toy line. In this volume, the ninja heroes learn more about their serpentine foes.",https://www.amazon.com/Tomb-Fangpyre-Ninjago-Lego/dp/1597073296?tag=NYTBS-20,,,2012-08-21
5050,NINTH HOUSE,Leigh Bardugo,9781250313072,1250313074,5.0,,"After mysteriously surviving a multiple homicide, Galaxy Stern comes face to face with dark magic, murder and more at Yale University.",https://www.amazon.com/Ninth-House-Leigh-Bardugo/dp/1250313074?tag=NYTBS-20,,,2019-10-08
5051,"NISEKOI: FALSE LOVE, VOL. 1",Naoshi Komi,9781421557991,1421557991,5.0,,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father's rival.,https://www.amazon.com/Nisekoi-False-Love-Vol-1/dp/1421557991?tag=NYTBS-20,,,2014-01-07
5052,"NISEKOI: FALSE LOVE, VOL. 2",Naoshi Komi,9781421560045,1421560046,5.0,,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father’s rival.,https://www.amazon.com/Nisekoi-False-Love-Vol-Zawsze/dp/1421560046?tag=NYTBS-20,,,2014-03-04
5053,"NISEKOI: FALSE LOVE, VOL. 4",Naoshi Komi,9781421565842,1421565846,3.0,,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father’s rival.,https://www.amazon.com/Nisekoi-False-Love-Vol-Making/dp/1421565846?tag=NYTBS-20,,,2014-07-01
5054,"NISEKOI: FALSE LOVE, VOL. 5",Naoshi Komi,9781421565859,1421565854,4.0,,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father’s rival.,https://www.amazon.com/Nisekoi-False-Love-Vol-Typhoon/dp/1421565854?tag=NYTBS-20,,,2014-09-02
5055,"NISEKOI: FALSE LOVE, VOL. 6",Naoshi Komi,9781421565866,1421565862,2.0,,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father’s rival.,https://www.amazon.com/Nisekoi-False-Love-Vol-6/dp/1421565862?tag=NYTBS-20,,,2014-11-04
5056,"NISEKOI: FALSE LOVE, VOL. 8",Naoshi Komi,9781421573809,1421573806,4.0,,The son of a notorious gangster gets caught in a love triangle with his childhood sweetheart and the daughter of his father’s rival.,https://www.amazon.com/Nisekoi-False-Love-Vol-8/dp/1421573806?tag=NYTBS-20,,,
5057,NO APOLOGY,Mitt Romney,9780312609801,0312609809,1.0,,The former Massachusetts governor and Republican presidential candidate calls for economic and civic revitalization.,https://www.amazon.com/No-Apology-Case-American-Greatness/dp/0312609809?tag=NYTBS-20,,,
5058,NO BETTER FRIEND,Robert Weintraub,9780316337069,0316337064,2.0,,"The survival and friendship of a man and the dog he met in a World War II internment camp in the Pacific; the purebred pointer, ""Judy,"" is the war's only official canine POW.",https://www.amazon.com/No-Better-Friend-Extraordinary-Survival/dp/0316337064?tag=NYTBS-20,,,2015-05-05
5059,NO CHOICE BUT SEDUCTION,Johanna Lindsey,,,10.0,,"Sir Anthony Malory’s daughter is kidnapped, with repercussions for Katey and Boyd Anderson.",http://www.amazon.com/No-Choice-But-Seduction-Malory/dp/1416537333?tag=NYTBS-20,Pocket Books,,
5060,NO DREAM IS TOO HIGH,Buzz Aldrin;Ken Abraham,9781426216497,1426216491,3.0,,Life lessons from the astronaut who walked on the moon.,https://www.amazon.com/No-Dream-Is-Too-High/dp/1426216491?tag=NYTBS-20,,,2016
5061,NO EASY DAY,Mark Owen;Kevin Maurer,9780525953722,0525953728,1.0,,"An account of the mission that killed Osama bin Laden, by a former member of the Navy SEALs.",https://www.amazon.com/No-Easy-Day-Firsthand-Account/dp/0451468740?tag=NYTBS-20,,,2012
5062,NO FORTUNATE SON,Brad Taylor,9781800241800,1800241801,11.0,,"Pike Logan and his partner, Jennifer Cahill, members of a secret counterterrorist unit called the Taskforce, contend with a well-coordinated hostage seizure.",http://www.amazon.com/No-Fortunate-Son-Logan-Thriller/dp/052595399X?tag=NYTBS-20,Dutton,,2020-08-06
5063,"NO GAME NO LIFE, VOL. 2",Yuu Kamiya,9780316385176,0316385174,2.0,,A pair of Internet–savvy siblings are transported into a fantasy video game. Can they become the saviors of humanity in this new world?,https://www.amazon.com/No-Game-Life-Vol/dp/0316385174?tag=NYTBS-20,,,2015-07-21
5064,"NO GAME NO LIFE, VOL. 4",Yuu Kamiya,9780316385213,0316385212,1.0,,"A pair of Internet–savvy siblings are transported into a fantasy video game. In this volume, Sora and Shiro take a vacation.",https://www.amazon.com/No-Game-Life-Vol/dp/0316385212?tag=NYTBS-20,,,2016-03-22
5065,"NO GAME, NO LIFE, VOL. 1",Yuu Kamiya;Mashiro Hiiragi,9781626920798,1626920796,1.0,,A pair of Internet-savy siblings are transported into a fantasy video game. Can they become the saviors of humanity in this new world?,https://www.amazon.com/No-Game-Life-Vol/dp/1626920796?tag=NYTBS-20,,,2014-10-21
5066,NO HIGHER HONOR,Condoleezza Rice,9780307587862,030758786X,5.0,,A memoir of service during the Bush administration.,https://www.amazon.com/No-Higher-Honor-Memoir-Washington/dp/030758786X?tag=NYTBS-20,,,2011
5067,NO IS NOT ENOUGH,Naomi Klein,9781608468904,1608468909,2.0,,"Klein describes Trump's ""corporate coup"" and offers suggestions for how to oppose him.",https://www.amazon.com/No-Not-Enough-Resisting-Politics/dp/1608468909?tag=NYTBS-20,,,2017-06-13
5068,NO LESS THAN VICTORY,Jeff Shaara,9780345516619,0345516613,11.0,,"The final volume of a trilogy of novels about World War II focuses on the final years of the war, including the Battle of the Bulge and the American sweep through Germany.",http://www.amazon.com/No-Less-Than-Victory-Novel/dp/0345497937?tag=NYTBS-20,Ballantine,,2009-11-03
5069,NO MAN'S LAND,David Baldacci,9781455586493,1455586498,2.0,,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30  years ago.",https://www.amazon.com/No-Mans-Land-John-Puller/dp/145558651X?tag=NYTBS-20,Grand Central,,2016-11-15
5070,NO MARK UPON HER,Deborah Crombie,9780062100696,0062100696,12.0,,The drowning of a detective — and accomplished rower — on the Thames creates wide ripples.,http://www.amazon.com/Duncan-Kincaid-Gemma-James-Novels-ebook/dp/B005HFI8YS?tag=NYTBS-20,Morrow/HarperCollins,,2012-02-07
5071,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!,  VOL. 5",Nico Tanigawa,9780316336093,0316336092,4.0,,"Tomoko begins her second year of high school, but she is still horribly unpopular!",https://www.amazon.com/Matter-Look-Guys-Fault-Popular/dp/0316336092?tag=NYTBS-20,,,
5072,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 1",Nico Tanigawa,9780316243162,0316243167,3.0,,Tomoko Kuroki comes to a harsh realization when she begins high school: she's horribly unpopular!,https://www.amazon.com/Matter-Look-Guys-Fault-Popular/dp/0316243167?tag=NYTBS-20,,,2013-10-29
5073,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 2",Nico Tanigawa,9780316322041,0316322040,4.0,,Tomoko Kuroki comes to a harsh realization when she begins high school: she's horribly unpopular!,https://www.amazon.com/Matter-Look-Guys-Fault-Popular/dp/0316322040?tag=NYTBS-20,,,2014-01-21
5074,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 3",Nico Tanigawa,9780316322058,0316322059,1.0,,Tomoko Kuroki comes to a harsh realization when she begins high school: she's horribly unpopular!,https://www.amazon.com/Matter-Look-Guys-Fault-Popular/dp/0316322059?tag=NYTBS-20,,,2014-04-22
5075,NO MERCY,Sherrilyn Kenyon,9780312546564,0312546564,3.0,,Book 19 of the Dark-Hunter paranormal series.,https://www.amazon.com/No-Mercy-Dark-Hunters-Sherrilyn-Kenyon/dp/0312537921?tag=NYTBS-20,St. Martin’s,,2010-09-07
5076,NO MIDDLE NAME,Lee Child,9780399593574,0399593578,2.0,,A complete collection of Jack Reacher stories.,https://www.amazon.com/No-Middle-Name-Complete-Collected-ebook/dp/B01MTJQFQY?tag=NYTBS-20,Delacorte,,2017-05-16
5077,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,Greta Thunberg,9780143133568,014313356X,2.0,,"Speeches by the Swedish climate activist, including her address to the United Nations.",https://www.amazon.com/One-Too-Small-Make-Difference/dp/014313356X?tag=NYTBS-20,,,2019-11-12
5078,NO PLACE TO HIDE,Glenn Greenwald,9781627790734,162779073X,5.0,,The journalist presents new material about N.S.A. surveillance and describes his work with Edward Snowden.,https://www.amazon.com/No-Place-Hide-Snowden-Surveillance/dp/162779073X?tag=NYTBS-20,,,2014-05-13
5079,NO TIME LEFT,David Baldacci,9781455504398,1455504394,5.0,,"When an expert assassin takes a mysterious job, he has no idea that it will force him to delve deeply into his own past.",https://www.amazon.com/No-Time-Left-Kindle-Single-ebook/dp/B004LB4FBE?tag=NYTBS-20,,,2011-05-02
5080,NO WAY BACK,Andrew Gross,9780062196361,0062196367,19.0,,,http://www.amazon.com/No-Way-Back-A-Novel/dp/0061655988?tag=NYTBS-20,Morrow,,2013-04-02
